A21T3H1W0000	status=ok	startTime=2022-01-29-03-17-01-526166	specDigest=699923979dffd5afe4fc27e1ea23272af286bc06	summary=1 tasks (1 changed, 1 ok, 0 failed, 0 unknown, 0 skipped)	changelog=jobs/job2022-01-29-03-17-01-526166.yaml
A21T3H1W0001	previousId=	status=ok	target=::terraform-example	operation=configure	digestKeys=main,tfvars,::terraform-example::hello_world	digestValue=bfaaaeb2f67fdad830b99f6e7daa2b42bc09c98c	summary=configure on instance terraform-example (type unfurl.nodes.Installer.Terraform, status ok) using configurator for add: Standard.configure (unfurl.configurators.terraform.TerraformConfigurator), priority: required, reason: add
